"","X1","STATE","STATE.ABBREVIATION","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","year"
"388",389,"California","CA","28","H2CA26026","(I)","Howard L.","Berman","Berman, Howard L.","","D","23,265","100.00%","","","137,471","99.89%","2008"
"392",393,"California","CA","29","H0CA27085","(I)","Adam B.","Schiff","Schiff, Adam B.","","D","24,486","100.00%","","","146,198","68.91%","2008"
"394",395,"California","CA","29","H8CA29076","","Charles","Hahn","Hahn, Charles","","R","16,241","100.00%","","","56,727","26.74%","2008"
"396",397,"California","CA","29","H8CA29084","","Alan","Pyeatt","Pyeatt, Alan","","LBT","146","100.00%","","","9,219","4.35%","2008"
"399",400,"California","CA","30","H6CA24048","(I)","Henry A.","Waxman","Waxman, Henry A.","","D","52,980","100.00%","","","242,792","100.00%","2008"
"401",402,"California","CA","30","H8CA30058","","Keith A.","Fichtelman","Fichtelman, Keith A.","","W(R)","121","100.00%","","","","","2008"
"404",405,"California","CA","31","H2CA30143","(I)","Xavier","Becerra","Becerra, Xavier","","D","18,127","100.00%","","","110,955","100.00%","2008"
"407",408,"California","CA","32","H0CA31087","(I)","Hilda L.","Solis","Solis, Hilda L.","","D","17,345","100.00%","","","130,142","99.99%","2008"
"411",412,"California","CA","33","H2CA32099","(I)","Diane E.","Watson","Watson, Diane E.","","D","44,934","88.13%","","","186,924","87.57%","2008"
"412",413,"California","CA","33","H8CA33250","","Felicia","Ford","Ford, Felicia","","D","3,738","7.33%","","","","","2008"
"413",414,"California","CA","33","H0CA32085","","Mervin","Evans","Evans, Mervin","","D","2,315","4.54%","","","","","2008"
"415",416,"California","CA","33","H8CA33243","","David C., II","Crowley","Crowley, David C., II","","R","4,680","100.00%","","","26,536","12.43%","2008"
"418",419,"California","CA","34","H2CA33048","(I)","Lucille","Roybal-Allard","Roybal-Allard, Lucille","","D","12,622","99.98%","","","98,503","77.09%","2008"
"419",420,"California","CA","34","H8CA34092","","Kevin M.","Moreau","Moreau, Kevin M.","","W (D)","2","0.02%","","","","","2008"
"421",422,"California","CA","34","H8CA34084","","Christopher","Balding","Balding, Christopher","","R","2,948","59.26%","","","29,266","22.91%","2008"
"422",423,"California","CA","34","H6CA34211","","Wayne","Miller","Miller, Wayne","","R","2,027","40.74%","","","","","2008"
"425",426,"California","CA","35","H4CA23011","(I)","Maxine","Waters","Waters, Maxine","","D","36,685","100.00%","","","150,778","82.58%","2008"
"427",428,"California","CA","35","H8CA35099","","Ted","Hayes","Hayes, Ted","","R","5,686","100.00%","","","24,169","13.24%","2008"
"429",430,"California","CA","35","H8CA35107","","Herb","Peters","Peters, Herb","","LBT","68","100.00%","","","7,632","4.18%","2008"
"432",433,"California","CA","36","H2CA27107","(I)","Jane","Harman","Harman, Jane","","D","32,009","100.00%","","","171,948","68.64%","2008"
"434",435,"California","CA","36","H6CA36125","","Brian","Gibson","Gibson, Brian","","R","20,109","100.00%","","","78,543","31.36%","2008"
"437",438,"California","CA","37","H8CA37137","(I)","Laura","Richardson","Richardson, Laura","","D","25,713","74.41%","","","131,342","74.94%","2008"
"438",439,"California","CA","37","H2CA38062","","Peter","Mathews","Mathews, Peter","","D","5,860","16.96%","","","","","2008"
"439",440,"California","CA","37","H8CA37178","","Lee","Davis","Davis, Lee","","D/W","2,983","8.63%","","","10","0.01%","2008"
"441",442,"California","CA","37","H8CA37277","","Nicholas ""Nick""","Dibs","Dibs, Nicholas ""Nick""","","I","","","","","42,774","24.41%","2008"
"442",443,"California","CA","37","H2CA38062","","Peter","Mathews","Mathews, Peter","","W","","","","","600","0.34%","2008"
"443",444,"California","CA","37","H8CA37285","","June Viena","Pouesi","Pouesi, June Viena","","W","","","","","526","0.30%","2008"
"445",446,"California","CA","38","H8CA34068","(I)","Grace F.","Napolitano","Napolitano, Grace F.","","D","16,140","100.00%","","","130,211","81.73%","2008"
"447",448,"California","CA","38","H8CA38101","","Christopher M.","Agrella","Agrella, Christopher M.","","LBT","50","100.00%","","","29,113","18.27%","2008"
"450",451,"California","CA","39","H2CA39078","(I)","Linda T.","Sanchez","Sanchez, Linda T.","","D","18,949","100.00%","","","125,289","69.67%","2008"
"452",453,"California","CA","39","H8CA39125","","Diane A.","Lenning","Lenning, Diane A.","","R","10,485","100.00%","","","54,533","30.33%","2008"
"455",456,"California","CA","40","H6CA39020","(I)","Ed","Royce","Royce, Ed","","R","39,565","100.00%","","","144,923","62.55%","2008"
"457",458,"California","CA","40","H6CA40275","","Christina","Avalos","Avalos, Christina","","D","11,481","56.31%","","","86,772","37.45%","2008"
"458",459,"California","CA","40","H8CA40198","","Tom","Kennedy","Kennedy, Tom","","D","8,908","43.69%","","","","","2008"
"461",462,"California","CA","41","H8CA37079","(I)","Jerry","Lewis","Lewis, Jerry","","R","36,663","82.49%","","","159,486","61.65%","2008"
"462",463,"California","CA","41","H8CA41154","","Eric","Stone","Stone, Eric","","R","4,330","9.74%","","","","","2008"
"463",464,"California","CA","41","H8CA41162","","Pamela","Zander","Zander, Pamela","","R","3,455","7.77%","","","","","2008"
"465",466,"California","CA","41","H8CA41121","","Tim","Prince","Prince, Tim","","D","8,335","31.86%","","","99,214","38.35%","2008"
"466",467,"California","CA","41","H8CA41139","","Rita","Ramirez-Dean","Ramirez-Dean, Rita","","D","7,435","28.42%","","","","","2008"
"467",468,"California","CA","41","H8CA41113","","Patrick","Meagher","Meagher, Patrick","","D","6,952","26.57%","","","","","2008"
"468",469,"California","CA","41","H8CA41147","","Beverly","Bruins","Bruins, Beverly","","D","3,441","13.15%","","","","","2008"
"471",472,"California","CA","42","H8CA41063","(I)","Gary G.","Miller","Miller, Gary G.","","R","39,168","100.00%","","","158,404","60.16%","2008"
"473",474,"California","CA","42","H8CA42202","","Edwin ""Ed""","Chau","Chau, Edwin ""Ed""","","D","8,935","47.73%","","","104,909","39.84%","2008"
"474",475,"California","CA","42","H8CA42210","","Michael","Williamson","Williamson, Michael","","D","5,217","27.87%","","","","","2008"
"475",476,"California","CA","42","H8CA42194","","Ronald","Shepston","Shepston, Ronald","","D","4,568","24.40%","","","","","2008"
"478",479,"California","CA","43","H6CA42099","(I)","Joe","Baca","Baca, Joe","","D","13,177","66.29%","","","108,259","69.14%","2008"
"479",480,"California","CA","43","H8CA43101","","Joanne","Gilbert","Gilbert, Joanne","","D","6,701","33.71%","","","","","2008"
"481",482,"California","CA","43","H8CA43119","","John","Roberts","Roberts, John","","R","5,406","59.56%","","","48,312","30.86%","2008"
"482",483,"California","CA","43","H6CA43121","","Scott","Folkens","Folkens, Scott","","R","3,670","40.44%","","","","","2008"
"485",486,"California","CA","44","H2CA37023","(I)","Ken","Calvert","Calvert, Ken","","R","32,702","100.00%","","","129,937","51.19%","2008"
"487",488,"California","CA","44","H8CA44091","","Bill","Hedrick","Hedrick, Bill","","D","20,074","100.00%","","","123,890","48.81%","2008"
"490",491,"California","CA","45","H8CA44034","(I)","Mary Bono","Mack","Mack, Mary Bono","","R","38,726","89.35%","","","155,166","58.29%","2008"
"491",492,"California","CA","45","H8CA45122","","George","Pearne","Pearne, George","","R","4,618","10.65%","","","","","2008"
"493",494,"California","CA","45","H8CA45114","","Julie","Bornstein","Bornstein, Julie","","D","18,479","60.98%","","","111,026","41.71%","2008"
"494",495,"California","CA","45","H8CA45098","","Paul","Clay","Clay, Paul","","D","8,697","28.70%","","","","","2008"
"495",496,"California","CA","45","H8CA45106","","David","Hunsicker","Hunsicker, David","","D","3,127","10.32%","","","","","2008"
"498",499,"California","CA","46","H8CA42061","(I)","Dana","Rohrabacher","Rohrabacher, Dana","","R","43,693","86.62%","","","149,818","52.52%","2008"
"499",500,"California","CA","46","H8CA46104","","Ronald","St. John","St. John, Ronald","","R","6,751","13.38%","","","","","2008"
"501",502,"California","CA","46","H8CA46096","","Debbie","Cook","Cook, Debbie","","D","24,238","80.80%","","","122,891","43.08%","2008"
"502",503,"California","CA","46","H8CA46088","","Daniel","Kalmick","Kalmick, Daniel","","D","5,759","19.20%","","","","","2008"
"504",505,"California","CA","46","H4CA46095","","Thomas","Lash","Lash, Thomas","","GRE","223","100.00%","","","8,257","2.89%","2008"
"506",507,"California","CA","46","H8CA46112","","Ernst P.","Gasteiger","Gasteiger, Ernst P.","","LBT","295","100.00%","","","4,311","1.51%","2008"
"509",510,"California","CA","47","H6CA46033","(I)","Loretta","Sanchez","Sanchez, Loretta","","D","16,430","100.00%","","","85,878","69.49%","2008"
"511",512,"California","CA","47","H6CA47031","","Rosemarie ""Rosie""","Avila","Avila, Rosemarie ""Rosie""","","R","12,245","100.00%","","","31,432","25.43%","2008"
"513",514,"California","CA","47","H8CA47052","","Robert","Lauten","Lauten, Robert","","AIP","398","100.00%","","","6,274","5.08%","2008"
"516",517,"California","CA","48","H6CA48039","(I)","John","Campbell","Campbell, John","","R","50,101","100.00%","","","171,658","55.61%","2008"
"518",519,"California","CA","48","H6CA48070","","Steve","Young","Young, Steve","","D","22,959","100.00%","","","125,537","40.67%","2008"
"520",521,"California","CA","48","H8CA48027","","Don","Patterson","Patterson, Don","","LBT","331","100.00%","","","11,507","3.73%","2008"
"523",524,"California","CA","49","H0CA48024","(I)","Darrell","Issa","Issa, Darrell","","R","41,369","100.00%","","","140,300","58.30%","2008"
"525",526,"California","CA","49","H8CA49041","","Robert","Hamilton","Hamilton, Robert","","D","21,571","100.00%","","","90,138","37.45%","2008"
"527",528,"California","CA","49","H4CA49081","","Lars R.","Grossmith","Grossmith, Lars R.","","LBT","292","100.00%","","","10,232","4.25%","2008"
"530",531,"California","CA","50","H4CA49032","(I)","Brian","Bilbray","Bilbray, Brian","","R","58,511","100.00%","","","157,502","50.24%","2008"
"532",533,"California","CA","50","H8CA50023","","Nick","Leibham","Leibham, Nick","","D","23,874","57.67%","","","141,635","45.18%","2008"
"533",534,"California","CA","50","H8CA50056","","Cheryl","Ede","Ede, Cheryl","","D","17,523","42.33%","","","","","2008"
"535",536,"California","CA","50","H8CA50072","","Wayne","Dunlap","Dunlap, Wayne","","LBT","436","100.00%","","","14,365","4.58%","2008"
"538",539,"California","CA","51","H2CA50034","(I)","Bob","Filner","Filner, Bob","","D","31,690","75.68%","","","148,281","72.75%","2008"
"539",540,"California","CA","51","H2CA51131","","Daniel","Ramirez","Ramirez, Daniel","","D","10,182","24.32%","","","","","2008"
"541",542,"California","CA","51","H8CA51039","","David Lee","Joy","Joy, David Lee","","R","13,417","64.97%","","","49,345","24.21%","2008"
"542",543,"California","CA","51","H8CA51047","","Daniel","Felzer","Felzer, Daniel","","R","7,234","35.03%","","","","","2008"
"544",545,"California","CA","51","H6CA51058","","Dan ""Frodo""","Litwin","Litwin, Dan ""Frodo""","","LBT","156","100.00%","","","6,199","3.04%","2008"
"547",548,"California","CA","52","H8CA52052","","Duncan D.","Hunter","Hunter, Duncan D.","","R","47,930","72.18%","","","160,724","56.37%","2008"
"548",549,"California","CA","52","H8CA52037","","Brian","Jones","Jones, Brian","","R","10,862","16.36%","","","","","2008"
"549",550,"California","CA","52","H8CA52060","","Robert","Watkins","Watkins, Robert","","R","5,539","8.34%","","","","","2008"
"550",551,"California","CA","52","H8CA52094","","Rick","Powell","Powell, Rick","","R","2,074","3.12%","","","","","2008"
"552",553,"California","CA","52","H8CA52078","","Mike","Lumpkin","Lumpkin, Mike","","D","22,460","57.96%","","","111,051","38.95%","2008"
"553",554,"California","CA","52","H8CA52086","","Vickie","Butcher","Butcher, Vickie","","D","16,294","42.04%","","","","","2008"
"555",556,"California","CA","52","H0CA52018","","Michael","Benoit","Benoit, Michael","","LBT","399","100.00%","","","13,316","4.67%","2008"
"559",560,"California","CA","53","H0CA49055","(I)","Susan A.","Davis","Davis, Susan A.","","D","43,171","87.60%","","","161,315","68.49%","2008"
"560",561,"California","CA","53","H8CA53027","","Michael","Copass","Copass, Michael","","D","6,113","12.40%","","","","","2008"
"562",563,"California","CA","53","H8CA53019","","Michael","Crimmins","Crimmins, Michael","","R","19,819","74.90%","","","64,658","27.45%","2008"
"563",564,"California","CA","53","H8CA53035","","Naomi","Bar-Lev","Bar-Lev, Naomi","","R","6,642","25.10%","","","","","2008"
"565",566,"California","CA","53","H8CA53043","","Edward M.","Teyssier","Teyssier, Edward M.","","LBT","413","100.00%","","","9,569","4.06%","2008"
"569",570,"Colorado","CO","01","H6CO01141","(I)","Diana","DeGette","DeGette, Diana","","D","35,804","100.00%","","","203,756","71.94%","2008"
"571",572,"Colorado","CO","01","H2CO01108","","George C.","Lilly","Lilly, George C.","","R","6,300","58.16%","","","67,346","23.78%","2008"
"572",573,"Colorado","CO","01","H4CO01088","","Charles R.","Crain","Crain, Charles R.","","R","4,533","41.84%","","","","","2008"
"574",575,"Colorado","CO","01","H8CO01071","","Martin L.","Buchanan","Buchanan, Martin L.","","LBT","n/a","n/a","","","12,136","4.28%","2008"
"575",576,"Colorado","CO","01","H8CO01089","","Gary","Swing","Swing, Gary","","W","","n/a","","","11","0.00%","2008"
"577",578,"Colorado","CO","02","H8CO02137","","Jared","Polis","Polis, Jared","","D","20,493","41.68%","","","215,602","62.60%","2008"
"578",579,"Colorado","CO","02","H8CO02129","","Joan","Fitz-Gerald","Fitz-Gerald, Joan","","D","18,599","37.83%","","","","","2008"
"579",580,"Colorado","CO","02","H8CO02111","","Will","Shafroth","Shafroth, Will","","D","10,075","20.49%","","","","","2008"
"581",582,"Colorado","CO","02","H8CO02152","","Scott","Starin","Starin, Scott","","R","19,293","100.00%","","","116,619","33.86%","2008"
"583",584,"Colorado","CO","02","H6CO02131","","J. A.","Calhoun","Calhoun, J. A.","","GRE","n/a","n/a","","","10,031","2.91%","2008"
"584",585,"Colorado","CO","02","H8CO02145","","William Robert ""Bill""","Hammons","Hammons, William Robert ""Bill""","","UPA","n/a","n/a","","","2,176","0.63%","2008"
"586",587,"Colorado","CO","03","H4CO03167","(I)","John T.","Salazar","Salazar, John T.","","D","22,192","100.00%","","","203,457","61.61%","2008"
"588",589,"Colorado","CO","03","H8CO03184","","Wayne","Wolf","Wolf, Wayne","","R","24,263","100.00%","","","126,762","38.39%","2008"
"591",592,"Colorado","CO","04","H8CO04067","","Betsy","Markey","Markey, Betsy","","D","19,010","100.00%","","","187,348","56.20%","2008"
"593",594,"Colorado","CO","04","H2CO04045","(I)","Marilyn N.","Musgrave","Musgrave, Marilyn N.","","R","31,822","100.00%","","","146,030","43.80%","2008"
"596",597,"Colorado","CO","05","H8CO05106","","Hal","Bidlack","Bidlack, Hal","","D","13,146","100.00%","","","113,027","37.04%","2008"
"598",599,"Colorado","CO","05","H6CO05159","(I)","Doug","Lamborn","Lamborn, Doug","","R","24,995","44.02%","","","183,179","60.03%","2008"
"599",600,"Colorado","CO","05","H6CO05142","","Jeff","Crank","Crank, Jeff","","R","16,794","29.58%","","","","","2008"
"600",601,"Colorado","CO","05","H6CO05191","","Bentley","Rayburn","Rayburn, Bentley","","R","14,986","26.40%","","","","","2008"
"602",603,"Colorado","CO","05","H6CO05225","","Brian X.","Scott","Scott, Brian X.","","AMC","n/a","","","","8,894","2.91%","2008"
"603",604,"Colorado","CO","05","H6CO05209","","Rich","Hand","Hand, Rich","","W","n/a","n/a","","","45","0.01%","2008"
"605",606,"Colorado","CO","06","H8CO06138","","Mike","Coffman","Coffman, Mike","","R","28,509","40.12%","","","250,877","60.67%","2008"
"606",607,"Colorado","CO","06","H8CO06153","","Wil","Armstrong","Armstrong, Wil","","R","23,213","32.67%","","","","","2008"
"607",608,"Colorado","CO","06","H8CO06161","","Ted","Harvey","Harvey, Ted","","R","10,886","15.32%","","","","","2008"
"608",609,"Colorado","CO","06","H8CO06179","","Steve","Ward","Ward, Steve","","R","8,452","11.89%","","","","","2008"
"610",611,"Colorado","CO","06","H8CO06187","","Hank","Eng","Eng, Hank","","D","27,661","100.00%","","","162,641","39.33%","2008"
"613",614,"Colorado","CO","07","H6CO07023","(I)","Ed","Perlmutter","Perlmutter, Ed","","D","29,704","100.00%","","","173,937","63.48%","2008"
"615",616,"Colorado","CO","07","H8CO07037","","John W.","Lerew","Lerew, John W.","","R","25,155","100.00%","","","100,057","36.52%","2008"
"619",620,"Colorado","CO","S","S8CO00172","","Mark","Udall","Udall, Mark","","D","194,227","100.00%","","","1,231,049","52.80%","2008"
"621",622,"Colorado","CO","S","S4CO00171","","Bob","Schaffer","Schaffer, Bob","","R","239,212","100.00%","","","990,784","42.49%","2008"
"623",624,"Colorado","CO","S","S2CO00142","","Douglas ""Dayhorse""","Campbell","Campbell, Douglas ""Dayhorse""","","AMC","n/a","n/a","","","59,736","2.56%","2008"
"624",625,"Colorado","CO","S","S8CO00222","","Bob","Kinsey","Kinsey, Bob","","GRE","n/a","n/a","","","50,008","2.14%","2008"
"625",626,"Colorado","CO","S","S8CO00248","","Buddy","Moore","Moore, Buddy","","W","n/a","n/a","","","116","0.00%","2008"
"626",627,"Colorado","CO","S","S2CO00134","","Gary","Cooper","Cooper, Gary","","W","n/a","n/a","","","10","0.00%","2008"
"627",628,"Colorado","CO","S","S8CO00230","","Bruce E.","Lohmiller","Lohmiller, Bruce E.","","W","n/a","n/a","","","9","0.00%","2008"
"629",630,"Connecticut","CT","01","H8CT01046","(I)","John B.","Larson","Larson, John B.","","D","Winner","","","","194,493","65.81%","2008"
"630",631,"Connecticut","CT","01","H8CT01046","(I)","John B.","Larson","Larson, John B.","","WF","","","","","17,000","5.75%","2008"
"631",632,"Connecticut","CT","01","H8CT01111","","Joe","Visconti","Visconti, Joe","","R","Winner","","","","76,860","26.01%","2008"
