"","X1","STATE.ABBREVIATION","STATE","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","GE.RUNOFF.ELECTION.VOTES..LA.","GE.RUNOFF.ELECTION....LA.","COMBINED.GE.PARTY.TOTALS..CT..NY..SC.","COMBINED....CT..NY..SC.","GE.WINNER.INDICATOR","FOOTNOTES","X","X.1","year"
"250",251,"CA","California","16","H2CA16100","","Johnny","Tacherra","Tacherra, Johnny","","R","12,542","21.71%","","","44,943","49.27%","","","","","","",NA,NA,"2014"
"251",252,"CA","California","16","H4CA16148","","Steve","Crass","Crass, Steve","","R","8,877","15.37%","","","","","","","","","","",NA,NA,"2014"
"252",253,"CA","California","16","H4CA16122","","Mel","Levey","Levey, Mel","","R","4,565","7.90%","","","","","","","","","","",NA,NA,"2014"
"253",254,"CA","California","16","H4CA16106","","Joanna","Garcia-Botelho","Garcia-Botelho, Joanna","","R","3,827","6.62%","","","","","","","","","","",NA,NA,"2014"
"254",255,"CA","California","16","H4CA16130","","Job","Melton","Melton, Job","","D","2,370","4.10%","","","","","","","","","","",NA,NA,"2014"
"256",257,"CA","California","17","H0CA15148","(I)","Mike","Honda","Honda, Mike","","D","43,607","48.18%","","","69,561","51.75%","","","","","W","",NA,NA,"2014"
"257",258,"CA","California","17","H4CA12055","","Ro","Khanna","Khanna, Ro","","D","25,384","28.05%","","","64,847","48.25%","","","","","","",NA,NA,"2014"
"258",259,"CA","California","17","H4CA17294","","Vanila","Singh","Singh, Vanila","","R","15,359","16.97%","","","","","","","","","","",NA,NA,"2014"
"259",260,"CA","California","17","H4CA17302","","Joel","VanLandingham","VanLandingham, Joel","","R","6,154","6.80%","","","","","","","","","","",NA,NA,"2014"
"261",262,"CA","California","18","H8CA12098","(I)","Anna G.","Eshoo","Eshoo, Anna G.","","D","81,295","67.61%","","","133,060","67.75%","","","","","W","",NA,NA,"2014"
"262",263,"CA","California","18","H4CA18094","","Richard B.","Fox","Fox, Richard B.","","R","27,111","22.55%","","","63,326","32.25%","","","","","","",NA,NA,"2014"
"263",264,"CA","California","18","H4CA18086","","Bruce","Anderson","Anderson, Bruce","","R","9,644","8.02%","","","","","","","","","","",NA,NA,"2014"
"264",265,"CA","California","18","H4CA18102","","Oscar Alejandro","Braun","Braun, Oscar Alejandro","","R","2,190","1.82%","","","","","","","","","","",NA,NA,"2014"
"266",267,"CA","California","19","H4CA16049","(I)","Zoe","Lofgren","Lofgren, Zoe","","D","63,845","76.03%","","","85,888","67.21%","","","","","W","",NA,NA,"2014"
"267",268,"CA","California","19","H2CA19112","","Robert","Murray","Murray, Robert","","D","20,132","23.97%","","","41,900","32.79%","","","","","","",NA,NA,"2014"
"269",270,"CA","California","20","H4CA17021","(I)","Sam","Farr","Farr, Sam","","D","67,528","73.82%","","","106,034","75.18%","","","","","W","",NA,NA,"2014"
"270",271,"CA","California","20","H0CA17185","","Ronald Paul","Kabat","Kabat, Ronald Paul","","NOP","23,950","26.18%","","","35,010","24.82%","","","","","","",NA,NA,"2014"
"272",273,"CA","California","21","H2CA20094","(I)","David","Valadao","Valadao, David","","R","28,773","62.98%","","","45,907","57.83%","","","","","W","",NA,NA,"2014"
"273",274,"CA","California","21","H4CA21072","","Amanda","Renteria","Renteria, Amanda","","D","11,682","25.57%","","","33,470","42.17%","","","","","","",NA,NA,"2014"
"274",275,"CA","California","21","H0CA19082","","John S.","Hernandez","Hernandez, John S.","","D","5,232","11.45%","","","","","","","","","","",NA,NA,"2014"
"276",277,"CA","California","22","H8CA20059","(I)","Devin G.","Nunes","Nunes, Devin G.","","R","60,499","67.90%","","","96,053","72.04%","","","","","W","",NA,NA,"2014"
"277",278,"CA","California","22","H4CA22104","","Suzanna ""Sam""","Augilera-Marrero","Augilera-Marrero, Suzanna ""Sam""","","D","22,198","24.91%","","","37,289","27.96%","","","","","","",NA,NA,"2014"
"278",279,"CA","California","22","H4CA22112","","John P.","Catano","Catano, John P.","","R","6,403","7.19%","","","","","","","","","","",NA,NA,"2014"
"280",281,"CA","California","23","H6CA22125","(I)","Kevin","McCarthy","McCarthy, Kevin","","R","58,334","99.09%","","","100,317","74.84%","","","","","W","",NA,NA,"2014"
"281",282,"CA","California","23","H4CA23151","","Raul","Garcia","Garcia, Raul","","D","313","0.53%","","","33,726","25.16%","","","","","","",NA,NA,"2014"
"282",283,"CA","California","23","H4CA23169","","Mike","Biglay","Biglay, Mike","","W(R)","157","0.27%","","","","","","","","","","",NA,NA,"2014"
"283",284,"CA","California","23","H4CA23177","","Ronald L.","Porter","Porter, Ronald L.","","W(NOP)","36","0.06%","","","","","","","","","","",NA,NA,"2014"
"284",285,"CA","California","23","H4CA33036","","Gail K.","Lightfoot","Lightfoot, Gail K.","","W(LIB)","31","0.05%","","","","","","","","","","",NA,NA,"2014"
"286",287,"CA","California","24","H8CA22089","(I)","Lois","Capps","Capps, Lois","","D","58,198","43.67%","","","103,228","51.93%","","","","","W","",NA,NA,"2014"
"287",288,"CA","California","24","H2CA23114","","Chris","Mitchum","Mitchum, Chris","","R","21,059","15.80%","","","95,566","48.07%","","","","","","",NA,NA,"2014"
"288",289,"CA","California","24","H4CA24142","","Justin Donald","Fareed","Fareed, Justin Donald","","R","20,445","15.34%","","","","","","","","","","",NA,NA,"2014"
"289",290,"CA","California","24","H4CA24159","","Dale","Francisco","Francisco, Dale","","R","15,575","11.69%","","","","","","","","","","",NA,NA,"2014"
"290",291,"CA","California","24","H4CA24175","","Bradley","Allen","Allen, Bradley","","R","9,269","6.96%","","","","","","","","","","",NA,NA,"2014"
"291",292,"CA","California","24","H8CA23087","","Sandra","Marshall","Marshall, Sandra","","D","4,646","3.49%","","","","","","","","","","",NA,NA,"2014"
"292",293,"CA","California","24","H4CA24134","","Paul H., Jr.","Coyne","Coyne, Paul H., Jr.","","D","2,144","1.61%","","","","","","","","","","",NA,NA,"2014"
"293",294,"CA","California","24","H4CA24183","","Steve","Isakson","Isakson, Steve","","NOP","1,249","0.94%","","","","","","","","","","",NA,NA,"2014"
"294",295,"CA","California","24","H4CA24167","","Alexis","Stuart","Stuart, Alexis","","R","678","0.51%","","","","","","","","","","",NA,NA,"2014"
"296",297,"CA","California","25","H4CA25123","","Steve","Knight","Knight, Steve","","R","18,327","28.40%","","","60,847","53.34%","","","","","W","",NA,NA,"2014"
"297",298,"CA","California","25","H2CA26109","","Tony","Strickland","Strickland, Tony","","R","19,090","29.58%","","","53,225","46.66%","","","","","","",NA,NA,"2014"
"298",299,"CA","California","25","H2CA25143","","Lee","Rogers","Rogers, Lee","","D","14,315","22.18%","","","","","","","","","","",NA,NA,"2014"
"299",300,"CA","California","25","H4CA25107","","Evan ""Ivan""","Thomas","Thomas, Evan ""Ivan""","","D","6,149","9.53%","","","","","","","","","","",NA,NA,"2014"
"300",301,"CA","California","25","H4CA25131","","Troy","Castagna","Castagna, Troy","","R","3,805","5.90%","","","","","","","","","","",NA,NA,"2014"
"301",302,"CA","California","25","H4CA25156","","David Koster","Bruce","Bruce, David Koster","","LIB","1,214","1.88%","","","","","","","","","","",NA,NA,"2014"
"302",303,"CA","California","25","H4CA25164","","Michael","Mussack","Mussack, Michael","","NOP","933","1.45%","","","","","","","","","","",NA,NA,"2014"
"303",304,"CA","California","25","H8CA27088","","Navraj","Singh","Singh, Navraj","","R","699","1.08%","","","","","","","","","","",NA,NA,"2014"
"305",306,"CA","California","26","H2CA00120","(I)","Julia","Brownley","Brownley, Julia","","D","38,854","45.50%","","","87,176","51.33%","","","","","W","",NA,NA,"2014"
"306",307,"CA","California","26","H4CA26147","","Jeff","Gorell","Gorell, Jeff","","R","38,021","44.53%","","","82,653","48.67%","","","","","","",NA,NA,"2014"
"307",308,"CA","California","26","H4CA26139","","Rafael Alberto","Dagnesses","Dagnesses, Rafael Alberto","","R","6,536","7.65%","","","","","","","","","","",NA,NA,"2014"
"308",309,"CA","California","26","H4CA26154","","Douglas William","Kmiec","Kmiec, Douglas William","","NOP","1,980","2.32%","","","","","","","","","","",NA,NA,"2014"
"310",311,"CA","California","27","H0CA32101","(I)","Judy","Chu","Chu, Judy","","D","39,915","60.37%","","","75,728","59.36%","","","","","W","",NA,NA,"2014"
"311",312,"CA","California","27","H2CA27198","","Jack","Orswell","Orswell, Jack","","R","26,205","39.63%","","","51,852","40.64%","","","","","","",NA,NA,"2014"
"313",314,"CA","California","28","H0CA27085","(I)","Adam B.","Schiff","Schiff, Adam B.","","D","46,004","74.48%","","","91,996","76.50%","","","","","W","",NA,NA,"2014"
"314",315,"CA","California","28","H4CA28077","","Steve","Stokes","Stokes, Steve","","NOP","11,078","17.94%","","","28,268","23.50%","","","","","","",NA,NA,"2014"
"315",316,"CA","California","28","H6CA31126","","Sal","Genovese","Genovese, Sal","","D","4,643","7.52%","","","","","","","","","","",NA,NA,"2014"
"316",317,"CA","California","28","H4CA28085","","Sam","Yousuf","Yousuf, Sam","","W(R)","38","0.06%","","","","","","","","","","",NA,NA,"2014"
"318",319,"CA","California","29","H2CA28113","(I)","Tony","Cardenas","Cardenas, Tony","","D","19,566","62.85%","","","50,096","74.61%","","","","","W","",NA,NA,"2014"
"319",320,"CA","California","29","H4CA29133","","William O'Callaghan","Leader","Leader, William O'Callaghan","","R","8,025","25.78%","","","17,045","25.39%","","","","","","",NA,NA,"2014"
"320",321,"CA","California","29","H4CA29125","","Venice J.","Gamble","Gamble, Venice J.","","D","3,542","11.38%","","","","","","","","","","",NA,NA,"2014"
"322",323,"CA","California","30","H6CA24113","(I)","Brad","Sherman","Sherman, Brad","","D","40,787","57.93%","","","86,568","65.64%","","","","","W","",NA,NA,"2014"
"323",324,"CA","California","30","H0CA27101","","Mark S.","Reed","Reed, Mark S.","","R","14,129","20.07%","","","45,315","34.36%","","","","","","",NA,NA,"2014"
"324",325,"CA","California","30","H4CA30081","","Pablo","Kleinman","Kleinman, Pablo","","R","8,808","12.51%","","","","","","","","","","",NA,NA,"2014"
"325",326,"CA","California","30","H4CA30099","","Marc","Litchman","Litchman, Marc","","D","4,251","6.04%","","","","","","","","","","",NA,NA,"2014"
"326",327,"CA","California","30","H2CA30259","","Michael W.","Powelson","Powelson, Michael W.","","GRE","2,352","3.34%","","","","","","","","","","",NA,NA,"2014"
"327",328,"CA","California","30","H4CA30123","","A.","Rab","Rab, A.","","W(NOP)","76","0.11%","","","","","","","","","","",NA,NA,"2014"
"329",330,"CA","California","31","H2CA31125","","Pete","Aguilar","Aguilar, Pete","","D","9,242","17.36%","","","51,622","51.73%","","","","","W","",NA,NA,"2014"
"330",331,"CA","California","31","H4CA31071","","Paul","Chabot","Chabot, Paul","","R","14,163","26.60%","","","48,162","48.27%","","","","","","",NA,NA,"2014"
"331",332,"CA","California","31","H4CA31089","","Lesli","Gooch","Gooch, Lesli","","R","9,033","16.96%","","","","","","","","","","",NA,NA,"2014"
"332",333,"CA","California","31","H4CA31055","","Eloise Gomez","Reyes","Reyes, Eloise Gomez","","D","8,461","15.89%","","","","","","","","","","",NA,NA,"2014"
"333",334,"CA","California","31","H6CA42099","","Joe","Baca","Baca, Joe","","D","5,954","11.18%","","","","","","","","","","",NA,NA,"2014"
"334",335,"CA","California","31","H4CA31063","","Danny","Tillman","Tillman, Danny","","D","4,659","8.75%","","","","","","","","","","",NA,NA,"2014"
"335",336,"CA","California","31","H4CA31105","","Ryan","Downing","Downing, Ryan","","R","1,737","3.26%","","","","","","","","","","",NA,NA,"2014"
"337",338,"CA","California","32","H8CA34068","(I)","Grace F.","Napolitano","Napolitano, Grace F.","","D","24,639","59.95%","","","50,353","59.66%","","","","","W","",NA,NA,"2014"
"338",339,"CA","California","32","H4CA32103","","Arturo Enrique","Alas","Alas, Arturo Enrique","","R","16,459","40.05%","","","34,053","40.34%","","","","","","",NA,NA,"2014"
"340",341,"CA","California","33","H4CA33119","","Ted","Lieu","Lieu, Ted","","D","20,432","18.81%","","","108,331","59.19%","","","","","W","",NA,NA,"2014"
"341",342,"CA","California","33","H4CA33135","","Elan","Carr","Carr, Elan","","R","23,476","21.61%","","","74,700","40.81%","","","","","","",NA,NA,"2014"
"342",343,"CA","California","33","H4CA33101","","Wendy","Greuel","Greuel, Wendy","","D","17,988","16.56%","","","","","","","","","","",NA,NA,"2014"
"343",344,"CA","California","33","H4CA33085","","Marianne","Williamson","Williamson, Marianne","","NOP","14,335","13.19%","","","","","","","","","","",NA,NA,"2014"
"344",345,"CA","California","33","H4CA33168","","Matt","Miller","Miller, Matt","","D","13,005","11.97%","","","","","","","","","","",NA,NA,"2014"
"345",346,"CA","California","33","H4CA33200","","Lily","Gilani","Gilani, Lily","","R","7,673","7.06%","","","","","","","","","","",NA,NA,"2014"
"346",347,"CA","California","33","H4CA33218","","Kevin","Mottus","Mottus, Kevin","","R","2,561","2.36%","","","","","","","","","","",NA,NA,"2014"
"347",348,"CA","California","33","H4CA33127","","Barbara L.","Mulvaney","Mulvaney, Barbara L.","","D","2,516","2.32%","","","","","","","","","","",NA,NA,"2014"
"348",349,"CA","California","33","H4CA33143","","David","Kanuth","Kanuth, David","","D","1,554","1.43%","","","","","","","","","","",NA,NA,"2014"
"349",350,"CA","California","33","H4CA33184","","Kristie","Holmes","Holmes, Kristie","","D","994","0.91%","","","","","","","","","","",NA,NA,"2014"
"350",351,"CA","California","33","H4CA33234","","Mark Matthew","Herd","Herd, Mark Matthew","","LIB","883","0.81%","","","","","","","","","","",NA,NA,"2014"
"351",352,"CA","California","33","H4CA33226","","Michael Ian","Sachs","Sachs, Michael Ian","","GRE","732","0.67%","","","","","","","","","","",NA,NA,"2014"
"352",353,"CA","California","33","H4CA33192","","Michael","Shapiro","Shapiro, Michael","","D","650","0.60%","","","","","","","","","","",NA,NA,"2014"
"353",354,"CA","California","33","H4CA33176","","Tom","Fox","Fox, Tom","","NOP","509","0.47%","","","","","","","","","","",NA,NA,"2014"
"354",355,"CA","California","33","H2CA33121","","Zein E., Jr.","Obagi","Obagi, Zein E., Jr.","","D","477","0.44%","","","","","","","","","","",NA,NA,"2014"
"355",356,"CA","California","33","H2CA36421","","Vince","Flaherty","Flaherty, Vince","","D","345","0.32%","","","","","","","","","","",NA,NA,"2014"
"356",357,"CA","California","33","H4CA33093","","James","Graf","Graf, James","","D","327","0.30%","","","","","","","","","","",NA,NA,"2014"
"357",358,"CA","California","33","H4CA33242","","Brent C.","Roske","Roske, Brent C.","","NOP","188","0.17%","","","","","","","","","","",NA,NA,"2014"
"358",359,"CA","California","33","H4CA33259","","Theo","Milonopoulos","Milonopoulos, Theo","","W(NOP)","1","0.00%","","","","","","","","","","",NA,NA,"2014"
"360",361,"CA","California","34","H2CA30143","(I)","Xavier","Becerra","Becerra, Xavier","","D","22,878","73.83%","","","44,697","72.54%","","","","","W","",NA,NA,"2014"
"361",362,"CA","California","34","H4CA34075","","Adrienne Nicole","Edwards","Edwards, Adrienne Nicole","","D","4,474","14.44%","","","16,924","27.46%","","","","","","",NA,NA,"2014"
"362",363,"CA","California","34","H2CA34053","","Howard","Johnson","Johnson, Howard","","PAF","3,587","11.58%","","","","","","","","","","",NA,NA,"2014"
"363",364,"CA","California","34","H4CA34067","","Jonathan Turner","Smith","Smith, Jonathan Turner","","W(NOP)","48","0.15%","","","","","","","","","","",NA,NA,"2014"
"365",366,"CA","California","35","H4CA35031","","Norma J.","Torres","Torres, Norma J.","","D","17,996","65.68%","","","39,502","63.45%","","","","","W","",NA,NA,"2014"
"366",367,"CA","California","35","H4CA35049","","Christina","Gagnier","Gagnier, Christina","","D","4,081","14.89%","","","22,753","36.55%","","","","","","",NA,NA,"2014"
"367",368,"CA","California","35","H4CA35056","","Scott","Heydenfeldt","Heydenfeldt, Scott","","D","2,574","9.39%","","","","","","","","","","",NA,NA,"2014"
"368",369,"CA","California","35","H2CA35126","","Anthony","Vieyra","Vieyra, Anthony","","D","2,183","7.97%","","","","","","","","","","",NA,NA,"2014"
"369",370,"CA","California","35","H4CA35064","","Benjamin ""Ben""","Lopez","Lopez, Benjamin ""Ben""","","W(R)","567","2.07%","","","","","","","","","","",NA,NA,"2014"
"371",372,"CA","California","36","H2CA36439","(I)","Raul","Ruiz","Ruiz, Raul","","D","41,443","50.33%","","","72,682","54.18%","","","","","W","",NA,NA,"2014"
"372",373,"CA","California","36","H4CA36120","","Brian","Nestande","Nestande, Brian","","R","28,662","34.81%","","","61,457","45.82%","","","","","","",NA,NA,"2014"
"373",374,"CA","California","36","H2CA53012","","Ray","Haynes","Haynes, Ray","","R","12,232","14.86%","","","","","","","","","","",NA,NA,"2014"
"375",376,"CA","California","37","H0CA33117","(I)","Karen","Bass","Bass, Karen","","D","47,639","79.60%","","","96,787","84.28%","","","","","W","",NA,NA,"2014"
"376",377,"CA","California","37","H4CA37078","","R. Adam","King","King, R. Adam","","R","8,530","14.25%","","","18,051","15.72%","","","","","","",NA,NA,"2014"
"377",378,"CA","California","37","H0CA33109","","Mervin","Evans","Evans, Mervin","","D","3,677","6.14%","","","","","","","","","","",NA,NA,"2014"
"379",380,"CA","California","38","H2CA39078","(I)","Linda T.","Sanchez","Sanchez, Linda T.","","D","27,149","57.53%","","","58,192","59.09%","","","","","W","",NA,NA,"2014"
"380",381,"CA","California","38","H2CA38237","","Benjamin","Campos","Campos, Benjamin","","R","20,046","42.47%","","","40,288","40.91%","","","","","","",NA,NA,"2014"
"382",383,"CA","California","39","H6CA39020","(I)","Ed","Royce","Royce, Ed","","R","49,071","70.55%","","","91,319","68.54%","","","","","W","",NA,NA,"2014"
"383",384,"CA","California","39","H4CA39041","","Peter O.","Anderson","Anderson, Peter O.","","D","20,480","29.45%","","","41,906","31.46%","","","","","","",NA,NA,"2014"
"385",386,"CA","California","40","H2CA33048","(I)","Lucille","Roybal-Allard","Roybal-Allard, Lucille","","D","13,745","66.36%","","","30,208","61.18%","","","","","W","",NA,NA,"2014"
"386",387,"CA","California","40","H0CA34099","","David","Sanchez","Sanchez, David","","D","6,968","33.64%","","","19,171","38.82%","","","","","","",NA,NA,"2014"
"388",389,"CA","California","41","H2CA43245","(I)","Mark","Takano","Takano, Mark","","D","19,648","44.65%","","","46,948","56.64%","","","","","W","",NA,NA,"2014"
"389",390,"CA","California","41","H4CA41120","","Steve","Adams","Adams, Steve","","R","16,264","36.96%","","","35,936","43.36%","","","","","","",NA,NA,"2014"
"390",391,"CA","California","41","H4CA41138","","Veronica","Franco","Franco, Veronica","","D","4,509","10.25%","","","","","","","","","","",NA,NA,"2014"
"391",392,"CA","California","41","H4CA41146","","Yvonne Terrell","Girard","Girard, Yvonne Terrell","","R","3,581","8.14%","","","","","","","","","","",NA,NA,"2014"
"393",394,"CA","California","42","H2CA37023","(I)","Ken","Calvert","Calvert, Ken","","R","37,506","67.49%","","","74,540","65.74%","","","","","W","",NA,NA,"2014"
"394",395,"CA","California","42","H4CA42086","","Tim","Sheridan","Sheridan, Tim","","D","8,788","15.81%","","","38,850","34.26%","","","","","","",NA,NA,"2014"
"395",396,"CA","California","42","H4CA42094","","Chris","Marquez","Marquez, Chris","","D","6,118","11.01%","","","","","","","","","","",NA,NA,"2014"
"396",397,"CA","California","42","H4CA42060","","Kerri","Condley","Condley, Kerri","","D","3,150","5.67%","","","","","","","","","","",NA,NA,"2014"
"397",398,"CA","California","42","H4CA42110","","Floyd","Harvey","Harvey, Floyd","","W(R)","8","0.01%","","","","","","","","","","",NA,NA,"2014"
"399",400,"CA","California","43","H4CA23011","(I)","Maxine","Waters","Waters, Maxine","","D","33,746","67.23%","","","69,681","70.96%","","","","","W","",NA,NA,"2014"
"400",401,"CA","California","43","H4CA43084","","John, Jr.","Wood","Wood, John, Jr.","","R","16,440","32.75%","","","28,521","29.04%","","","","","","",NA,NA,"2014"
"401",402,"CA","California","43","H4CA43092","","Brandon M.","Cook","Cook, Brandon M.","","W(AIP)","12","0.02%","","","","","","","","","","",NA,NA,"2014"
"403",404,"CA","California","44","H8CA36097","(I)","Janice","Hahn","Hahn, Janice","","D","25,641","99.98%","","","59,670","86.65%","","","","","W","",NA,NA,"2014"
"404",405,"CA","California","44","H4CA44165","","Adam","Shbeita","Shbeita, Adam","","W(PAF)/PAF","5","0.02%","","","9,192","13.35%","","","","","","",NA,NA,"2014"
"406",407,"CA","California","45","H4CA45097","","Mimi","Walters","Walters, Mimi","","R","39,631","45.06%","","","106,083","65.12%","","","","","W","",NA,NA,"2014"
"407",408,"CA","California","45","H4CA49107","","Drew E.","Leavens","Leavens, Drew E.","","D","24,721","28.11%","","","56,819","34.88%","","","","","","",NA,NA,"2014"
